Evénement;Date/Heure de l'événement;Pari;Paris/Pronostics;Cotes Première;Cotes Dernière;Chiffre d'affaires;Stakes (FreeBet) Toutes Formules;Stakes (FreeBet) Simple uniquement;Mises en pourcentage Toutes Formules;Mises en pourcentage Simple uniquement;Prise de jeu;Liability Montant;Liability RU Montant;Exposure Montant;Exposure RU Montant;Payout;Alerte;Enjeux à Cotes Fixes Simples;Enjeux à Cotes Fixes R / O Last Leg;Mise en cours Cote;CA en %;CA Simple %;Liability Simple;Stakes Multiples;Expected Stake Distribution %;Stake Deviation %;Prises de jeu annulées;Mises annulées (Paris gratuits)
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Double Chance - Ouvert - Temps Réglementaire;Magnitogorsk / Sal.Yulaev Ufa;1,12;1,1;;;;;;;4;4;;;;;;;;;;2;;39 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - Temps Réglementaire;Plus 4,5;1,65;1,65;6;16 (0);1 (0);100,00 %;100,00 %;4;-1;-7;7;17;1;;1 [1];;10 [1];100 %;13 %;-1;16;51 %;97 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - Temps Réglementaire;Moins 4,5;1,7;1,7;;;;;;;11;11;;;;;;;;;;1;;49 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - Temps Réglementaire;Plus 5,5;2,25;2,25;;;;;;;1;1;;;;;;;;;;;;38 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - Temps Réglementaire;Moins 5,5;1,35;1,35;;2 (0);;100,00 %;;2;;0;0;1;;;;;1 [1];100 %;;;2;63 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - Temps Réglementaire;Plus 6,5;3,1;3,1;;;;;;;;;;;;;;;;;;;;27 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - Temps Réglementaire;Moins 6,5;1,14;1,14;7;59 (0);;100,00 %;;1;;;;;;;;;;100 %;;;59;73 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - 1er Tiers-Temps;Plus 1,5;1,9;1,9;3;5 (0);;100,00 %;;1;;;;;;;;;;100 %;;;5;43 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - 1er Tiers-Temps;Moins 1,5;1,45;1,45;;;;;;;;;;;;;;;;;;;;57 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - 3ème Tiers-Temps;Plus 1,5;1,7;1,7;;;;;;;;;;;;;;;;;;;;49 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Ouvert - 3ème Tiers-Temps;Moins 1,5;1,65;1,65;;;;;;;;;;;;;;;;;;;;51 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Magnitogorsk - Ouvert - Temps Réglementaire;Plus 2,5;1,65;1,55;4;12 (0);;100,00 %;100,00 %;4;0;-5;5;14;1;;1 [1];;9 [2];100 %;13 %;0;11;54 %;84 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Magnitogorsk - Ouvert - Temps Réglementaire;Moins 2,5;1,75;1,85;;;;;;;9;9;;;;;;;;;;1;;46 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Sal.Yulaev Ufa - Ouvert - Temps Réglementaire;Plus 1,5;1,5;1,55;19;37 (0);12 (0);100,00 %;100,00 %;4;-6;-18;19;38;18;;12 [1];;25 [3];100 %;65 %;-6;25;54 %;84 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Sal.Yulaev Ufa - Ouvert - Temps Réglementaire;Moins 1,5;2;1,85;;;;;;;37;37;;;;;;;;;;12;;46 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Sal.Yulaev Ufa - Ouvert - Temps Réglementaire;Plus 2,5;2,35;2,35;;;;;;;;;;;;;;;;;;;;36 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Plus / Moins (but) - Sal.Yulaev Ufa - Ouvert - Temps Réglementaire;Moins 2,5;1,35;1,3;;;;;;;;;;;;;;;;;;;;64 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Les 2 équipes marqueront-elles? - Ouvert - Temps Réglementaire;Oui;1,12;1,14;;2 (0);;100,00 %;;1;;;;;;;;;;100 %;;;2;73 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Les 2 équipes marqueront-elles? - Ouvert - Temps Réglementaire;Non;3,25;3,15;;;;;;;;;;;;;;;;;;;;27 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Les 2 équipes marqueront-elles? - Ouvert - 1er Tiers-Temps;Oui;2,7;2,75;;;;;;;;;;;;;;;;;;;;30 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Les 2 équipes marqueront-elles? - Ouvert - 1er Tiers-Temps;Non;1,2;1,2;;;;;;;;;;;;;;;;;;;;70 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Les 2 équipes marqueront-elles? - Ouvert - 2ème Tiers-Temps;Oui;2,3;2,35;;;;;;;;;;;;;;;;;;;;36 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Les 2 équipes marqueront-elles? - Ouvert - 2ème Tiers-Temps;Non;1,3;1,3;;;;;;;;;;;;;;;;;;;;64 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Tiers-Temps le plus prolifique - Ouvert - Temps Réglementaire;1er Tiers-Temps;4,35;4,35;;;;;;;;;;;;;;;;;;;;19 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Tiers-Temps le plus prolifique - Ouvert - Temps Réglementaire;2e Tiers-Temps;3,05;3,05;;;;;;;;;;;;;;;;;;;;27 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Tiers-Temps le plus prolifique - Ouvert - Temps Réglementaire;3e Tiers-Temps;3,3;3,25;;;;;;;;;;;;;;;;;;;;26 %;-100 %;;
Magnitogorsk vs Sal.Yulaev Ufa - KHL Playoffs;25 févr. 2019 15:00:00;Tiers-Temps le plus prolifique - Ouvert - Temps Réglementaire;Plusieurs Tiers-Temps;2,95;2,95;;;;;;;;;;;;;;;;;;;;28 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Face à Face - Ouvert - Match;Kohlschreiber;6;6;93;161 (0);54 (0);1,01 %;100,00 %;48;"5 708""""";5 540;441;202;328;;54 [20];;34 [8];2 %;58 %;-274;107;15 %;550 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Face à Face - Ouvert - Match;R.Federer;1,08;1,09;4213;15732 (361);;98,99 %;;1577;-122;-1 289;1 377;6 809;549;!;;506 [29];6 254 [471];98 %;;54;15732;85 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Face à Face - Ouvert - 1er Set;Kohlschreiber;3,6;3,35;;;;;;;2;2;;;;;;;;;;2;;26 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Face à Face - Ouvert - 1er Set;R.Federer;1,12;1,15;3;3 (0);2 (0);100,00 %;100,00 %;4;0;0;0;;2;;2 [3];;;100 %;79 %;0;1;74 %;34 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Face à Face - Ouvert - 2ème Set;Kohlschreiber;3,45;3,2;;;;;;;1;1;;;;;;;;;;1;;27 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Face à Face - Ouvert - 2ème Set;R.Federer;1,14;1,16;1;2 (0);;100,00 %;100,00 %;3;0;0;0;;1;;1 [1];;;100 %;52 %;0;2;73 %;36 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Le joueur remportera-t-il au moins 1 set ? - R.Federer - Ouvert - Match;Oui;1,01;1,02;2;14 (0);;100,00 %;;4;;0;0;1;;;;;1 [1];100 %;;;14;83 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Le joueur remportera-t-il au moins 1 set ? - R.Federer - Ouvert - Match;Non;5,25;5;;;;;;;1;1;;;;;;;;;;;;17 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Le joueur remportera-t-il au moins 1 set ? - Kohlschreiber - Ouvert - Match;Oui;2,4;2,2;2;7 (0);1 (0);1,14 %;26,32 %;8;17;17;1;;2;;1 [1];;;1 %;44 %;1;6;39 %;-32 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Le joueur remportera-t-il au moins 1 set ? - Kohlschreiber - Ouvert - Match;Non;1,3;1,4;283;607 (0);3 (0);98,86 %;73,68 %;19;0;-7;8;23;4;;3 [4];;17 [3];99 %;1 %;0;604;61 %;21 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Nombre de sets dans le match - Ouvert - Match;2 sets;1,22;1,25;2;8 (0);;100,00 %;;4;;-1;1;6;;;;;5 [2];100 %;;;8;66 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Nombre de sets dans le match - Ouvert - Match;3 sets;2,65;2,45;;;;;;;5;5;;;;;;;;;;;;34 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Y aura-t-il un tie-break dans le match ? - Ouvert - Match;Oui;1,7;1,7;;;;;;;21;21;;;;;;;;;;1;;49 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Y aura-t-il un tie-break dans le match ? - Ouvert - Match;Non;1,65;1,65;37;123 (0);;100,00 %;100,00 %;5;0;-14;14;34;1;;1 [1];;21 [2];100 %;1 %;0;123;51 %;97 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Y aura-t-il un Tie-break dans le set ? - Ouvert - 1er Set;Oui;2,7;2,7;;;;;;;2;2;;;;;;;;;;2;;31 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Y aura-t-il un Tie-break dans le set ? - Ouvert - 1er Set;Non;1,2;1,2;2;3 (0);2 (0);100,00 %;100,00 %;3;0;0;0;;2;;2 [2];;;100 %;86 %;0;1;69 %;44 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - Match;2 - 0;11,5;10,3;;;;;;;106;106;;;;;;;;;;67;;8 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - Match;02-janv;9,5;8,25;;;;;;;106;106;;;;;;;;;;67;;9 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - Match;0 - 2;1,25;1,35;206;521 (0);67 (0);98,12 %;100,00 %;44;-20;-50;50;70;87;;67 [8];;53 [7];98 %;32 %;-20;454;58 %;74 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - Match;01-fŽvr;3,2;3,05;4;10 (0);;1,88 %;;2;106;106;;;;;;;;2 %;;67;10;25 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Nombre de jeux - Ouvert - 1er Set;Entre 6 et 8;3,6;3,6;3;7 (0);;44,83 %;20,00 %;3;2;-2;5;5;2;;1 [1];;1 [1];44 %;16 %;1;6;22 %;-10 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Nombre de jeux - Ouvert - 1er Set;Entre 9 et 10;1,93;1,93;4;8 (0);2 (0);55,17 %;80,00 %;2;0;-3;4;3;4;;2 [1];;2 [1];56 %;50 %;-1;6;41 %;93 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Nombre de jeux - Ouvert - 1er Set;11 et Plus;2,2;2,2;;;;;;;5;5;;;;;;;;;;3;;36 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Vainqueur 1er set/ Vainqueur match - Ouvert - Match;Kohlschreiber / Kohlschreiber;6,5;6;;;;;;;20;20;;;;;;;;;;;;13 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Vainqueur 1er set/ Vainqueur match - Ouvert - Match;Kohlschreiber / R.Federer;5,25;5,25;;;;;;;20;20;;;;;;;;;;;;15 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Vainqueur 1er set/ Vainqueur match - Ouvert - Match;R.Federer / Kohlschreiber;14,3;13;;;;;;;20;20;;;;;;;;;;;;6 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Vainqueur 1er set/ Vainqueur match - Ouvert - Match;R.Federer / R.Federer;1,12;1,16;12;23 (0);;100,00 %;;2;;-3;3;23;;;;;20 [1];100 %;;;23;67 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Plus 19,5;1,35;1,35;;;;;;;2;2;;;;;;;;;;2;;63 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Moins 19,5;2,3;2,3;4;7 (0);2 (0);100,00 %;100,00 %;2;-3;-3;3;;5;;2 [1];;;100 %;47 %;-3;5;37 %;170 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Plus 20,5;1,55;1,55;;;;;;;20;20;;;;;;;;;;10;;55 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Moins 20,5;1,9;1,9;17;39 (0);10 (0);100,00 %;100,00 %;4;-9;-18;18;19;19;;10 [1];;10 [1];100 %;59 %;-9;29;45 %;123 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Plus 21,5;1,8;1,65;;;;;;;;;;;;;;;;;;;;51 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Moins 21,5;1,6;1,75;1;4 (0);;100,00 %;;1;;;;;;;;;;100 %;;;4;49 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Plus 22,5;2,05;2,05;33;130 (0);;52,35 %;;1;65;65;;;;;;;;27 %;;65;130;41 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Moins 22,5;1,45;1,45;89;118 (0);65 (0);47,65 %;100,00 %;22;-29;-29;29;;95;;65 [12];;;73 %;73 %;-29;53;59 %;71 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Plus 23,5;2,45;2,45;;;;;;;1;1;;;;;;;;;;1;;35 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Moins 23,5;1,3;1,3;1;;;100,00 %;100,00 %;1;0;0;0;;1;;1 [1];;;100 %;100 %;0;;65 %;53 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Plus 24,5;2,65;2,65;;;;;;;8;8;;;;;;;;;;6;;32 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - Match;Moins 24,5;1,25;1,25;7;8 (0);6 (0);100,00 %;100,00 %;3;-1;-2;2;3;7;;6 [2];;3 [1];100 %;81 %;-1;3;68 %;47 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Plus 7,5;1,03;1,03;;;;;;;;;;;;;;;;;;;;81 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Moins 7,5;4,5;4,5;;;;;;;;;;;;;;;;;;;;19 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Plus 8,5;1,08;1,08;;;;;;;;;;;;;;;;;;;;77 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Moins 8,5;3,6;3,6;;;;;;;;;;;;;;;;;;;;23 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Plus 9,5;1,6;1,55;;1 (0);;100,00 %;;1;;-1;1;2;;;;;1 [1];100 %;;;1;54 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Moins 9,5;1,75;1,8;;;;;;;1;1;;;;;;;;;;;;46 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Plus 10,5;2,2;2,2;;;;;;;;;;;;;;;;;;;;38 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Moins 10,5;1,35;1,35;;;;;;;;;;;;;;;;;;;;62 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Plus 12,5;2,7;2,7;;;;;;;;;;;;;;;;;;;;31 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 1er Set;Moins 12,5;1,2;1,2;;;;;;;;;;;;;;;;;;;;69 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Plus 7,5;1,03;1,03;;;;;;;;;;;;;;;;;;;;81 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Moins 7,5;4,5;4,5;;;;;;;;;;;;;;;;;;;;19 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Plus 8,5;1,08;1,08;;;;;;;;;;;;;;;;;;;;77 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Moins 8,5;3,6;3,6;;;;;;;;;;;;;;;;;;;;23 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Plus 9,5;1,6;1,55;;;;;;;;;;;;;;;;;;;;54 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Moins 9,5;1,75;1,8;;;;;;;;;;;;;;;;;;;;46 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Plus 10,5;2,2;2,2;;;;;;;;;;;;;;;;;;;;38 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Moins 10,5;1,35;1,35;;;;;;;;;;;;;;;;;;;;62 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Plus 12,5;2,7;2,7;;;;;;;;;;;;;;;;;;;;31 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Plus / Moins (jeu) - Ouvert - 2ème Set;Moins 12,5;1,2;1,2;;;;;;;;;;;;;;;;;;;;69 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;6 - 0;88;86;;;;;;;10;10;;;;;;;;;;10;;1 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;06-janv;88;86;;;;;;;10;10;;;;;;;;;;10;;1 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;06-fŽvr;66;56;;;;;;;10;10;;;;;;;;;;10;;1 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;06-mars;16,3;14,5;;;;;;;10;10;;;;;;;;;;10;;4 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;06-avr;12,3;11;;;;;;;10;10;;;;;;;;;;10;;6 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;07-mai;41;36;3;3 (0);3 (0);31,58 %;31,58 %;3;-113;-113;120;;123;;3 [3];;;32 %;100 %;-113;;2 %;1656 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;07-juin;10,3;9,25;;;;;;;10;10;;;;;;;;;;10;;7 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;0 - 6;42;48;3;3 (0);3 (0);31,58 %;31,58 %;4;-148;-148;155;;158;;3 [4];;;32 %;100 %;-148;;1 %;2241 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;01-juin;9;9,75;2;2 (0);2 (0);15,79 %;15,79 %;2;-6;-6;14;;15;;2 [2];;;16 %;100 %;-6;;7 %;138 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;02-juin;5,25;5,5;1;;;5,26 %;5,26 %;1;7;7;2;;3;;1 [1];;;5 %;100 %;7;;12 %;-55 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;03-juin;3,25;3,35;;;;;;;10;10;;;;;;;;;;10;;19 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;04-juin;3,4;3,4;;;;;;;10;10;;;;;;;;;;10;;19 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;05-juil;10,3;10,3;2;2 (0);2 (0);15,79 %;15,79 %;2;-6;-6;14;;15;;2 [2];;;16 %;100 %;-6;;6 %;151 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 1er Set;06-juil;4,85;4,7;;;;;;;10;10;;;;;;;;;;10;;14 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;6 - 0;88;86;;;;;;;9;9;;;;;;;;;;9;;1 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;06-janv;88;86;;;;;;;9;9;;;;;;;;;;9;;1 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;06-fŽvr;66;56;;;;;;;9;9;;;;;;;;;;9;;1 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;06-mars;16,3;14,5;;;;;;;9;9;;;;;;;;;;9;;4 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;06-avr;12,3;11;;;;;;;9;9;;;;;;;;;;9;;6 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;07-mai;41;36;3;3 (0);3 (0);35,29 %;35,29 %;3;-114;-114;120;;123;;3 [3];;;35 %;100 %;-114;;2 %;1863 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;07-juin;10,3;9,25;;;;;;;9;9;;;;;;;;;;9;;7 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;0 - 6;42;48;3;3 (0);3 (0);29,41 %;29,41 %;3;-124;-124;130;;133;;3 [3];;;29 %;100 %;-124;;1 %;2081 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;01-juin;9;9,75;1;1 (0);1 (0);11,76 %;11,76 %;1;-2;-2;9;;10;;1 [1];;;12 %;100 %;-2;;7 %;77 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;02-juin;5,25;5,5;1;;;5,88 %;5,88 %;1;6;6;2;;3;;1 [1];;;6 %;100 %;6;;12 %;-50 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;03-juin;3,25;3,35;;;;;;;9;9;;;;;;;;;;9;;19 %;-100 %;;
Kohlschreiber vs R.Federer - Dubai H;25 févr. 2019 16:00:00;Score Exact - Ouvert - 2ème Set;04-juin;3,4;3,4;;;;;;;9;9;;;;;;;;;;9;;19 %;-100 %;;
